verse_key,yns,fr
MAT.5.11,"Un'sak we anà bɛ isàkal naa bàmàlato, bàmàlamɛɛy nkwaaŋ anà bàmàlaküür ndaa ntɔn mɛ.","Heureux serez-vous, lorsquon vous outragera, quon vous persécutera et quon dira faussement de vous toute sorte de mal, à cause de moi."
MAT.5.12,"Làsäŋ, làkäl kun'sak, ntɔn bweel a kölàköl làmukàladilà u du. Abun sye bàmɛɛy ba nkwaaŋ akà aŋangɔɔm bàkäl kusà abɛ. ».","Réjouissez-vous et soyez dans lallégresse, parce que votre récompense sera grande dans les cieux; car cest ainsi quon a persécuté les prophètes qui ont été avant vous."
MAT.5.13,"Nde kàfàtɛn naa: « Bɛ, bɛ làbà muŋ a mɛɛn. Isàkal naa ntsà a muŋ yan'wà, ya bàsàfuur a nkye? Ndöŋ a wa yan'wà, wa bàpiy u nsà, baar waa bàndyäär wa. ».","Vous êtes le sel de la terre. Mais si le sel perd sa saveur, avec quoi la lui rendra-t-on? Il ne sert plus quà être jeté dehors, et foulé aux pieds par les hommes."
MAT.5.14,"« Bɛ, bɛ làbà pɛɛlà uboo a baar. Bul bàtöŋ u du a mɔŋ làfàkal anki làŋàyee.",Vous êtes la lumière du monde. Une ville située sur une montagne ne peut être cachée;.
MAT.5.15,Bàfàkyä anki mwinà ntɔn musà u ngyɛl a kantin. Wɛɛ wa bàfàsà udu a ikɔlà bàfàtɔl mwinà ntɔn wa upɛ kyɛɛy akà baar banswà abà uboo a ndwà.,"et on nallume pas une lampe pour la mettre sous le boisseau, mais on la met sur le chandelier, et elle éclaire tous ceux qui sont dans la maison."
MAT.5.16,"Abun sye, wɛy pɛɛlà abɛ làŋyɛŋ u mii a baar, mpal bàman ba nsyääl abɛ yàŋàbwaŋ, ba bàsà Taaràbɛ awà u du làkoo. ».","Que votre lumière luise ainsi devant les hommes, afin quils voient vos bonnes œuvres, et quils glorifient votre Père qui est dans les cieux."
MAT.5.17,"« Twon lan'si naa mɛ kàyi ntɔn mulwom Un'kɔɔn itàkal Aŋangɔɔm. Mɛ kàyii anki muyàlwom mya, wɛɛ ntɔn mukwey wa.","Ne croyez pas que je sois venu pour abolir la loi ou les prophètes; je suis venu non pour abolir, mais pour accomplir."
MAT.5.18,"Mɛ, mɛ amàlakyään ndandaa naa, kusà du anà mɛɛn mulyaŋ, akà i mwɛy, akà un'tswe a i mwɛy usàlwomà anki unsà Un'kɔɔn tii mpal isàkwo indiir abi byanswà.","Car, je vous le dis en vérité, tant que le ciel et la terre ne passeront point, il ne disparaîtra pas de la loi un seul iota ou un seul trait de lettre, jusquà ce que tout soit arrivé."
MAT.5.19,"Undiir awun, mbuur asàbɛy, itàkal kinswɛɛŋ mwɛy uboo a in'kɔɔn ami myanswà anà asàlɔŋ baar mukyer abà, nde asàkal kimbuur uboo a Imwol a du. Wɛɛ mbuur asàsyääl mya anà asàlɔŋ mya akà baar bumwɛy, nde asàkal mbuur a kölàköl uboo a Imwol a du.","Celui donc qui supprimera lun de ces plus petits commandements, et qui enseignera aux hommes à faire de même, sera appelé le plus petit dans le royaume des cieux; mais celui qui les observera, et qui enseignera à les observer, celui-là sera appelé grand dans le royaume des cieux."
MAT.5.20,"Mɛ, mɛ alakyään naa: isàkal naa balàbal abɛ làlyaŋ anki balàbal a alɔɔŋ a in'kɔɔn anà Amfarisi, bɛ, bɛ taaŋ asàbilà uboo a Imwol a du latɛy. ».","Car, je vous le dis, si votre justice ne surpasse celle des scribes et des pharisiens, vous nentrerez point dans le royaume des cieux."
MAT.5.21,"« Bɛ làkyàwem, bàtɛn a bànkaa naa: Ngye mbuur asàdwa anki. Mbuur asàdwa mbuur, bàsun'sà u làbay a nsaŋ.",Vous avez entendu quil a été dit aux anciens: Tu ne tueras point; celui qui tuera mérite dêtre puni par les juges.
MAT.5.22,"Waa mɛ, mɛ alakyään naa: mbuur wanswà awà kan'wem un'tɔŋ ande nkyɛl, bun'sà u làbay a nsaŋ. Mbuur usàtɛn a un'tɔŋ ande naa: Ntsür a mbuur!, nde bun'sà u Làbay a nsaŋ a kölàköl. Mbuur usàtɛn a nde naa: Insil, nde bun'tɔɔm u yaaŋ a mbaa.","Mais moi, je vous dis que quiconque se met en colère contre son frère mérite dêtre puni par les juges; que celui qui dira à son frère: Raca! Mérite dêtre puni par le sanhédrin; et que celui qui lui dira: Insensé! Mérite dêtre puni par le feu de la géhenne."
MAT.5.23,"Abun, isàkal naa ngye an'kàpà ibɔɔn u mɛsà a ibɔɔn, wɛɛ apan ngye asàyɔbà naa un'tɔŋ angye we anà nkyɛl anà ngye.","Si donc tu présentes ton offrande à lautel, et que là tu te souviennes que ton frère a quelque chose contre toi."
MAT.5.24,"sàwɛy ibɔɔn angye paa kusà a mɛsà a ibɔɔn, kyen katàkàlɔ̈ɔ̈n anà un'tɔŋ angye, ungö apan, yafurà mupà ibɔɔn angye.","laisse là ton offrande devant lautel, et va dabord te réconcilier avec ton frère; puis, viens présenter ton offrande."
MAT.5.25,"Lɔɔn agyä anà ŋankir angye, u taaŋ awà ngye u mbwo anà nde, naa tɛy, ŋankir angye awà kapà kan'kɔɔ a ntɛɛn, ntɛɛn kan'kɔɔ a pulusi anà nde katɔɔm u bɔlokà.","Accorde-toi promptement avec ton adversaire, pendant que tu es en chemin avec lui, de peur quil ne te livre au juge, que le juge ne te livre à lofficier de justice, et que tu ne sois mis en prison."
MAT.5.26,"Mɛ, mɛ akyään ndandaa naa: ngye asàtoo anki kwo isàkal naa ngye ŋàtàfur anki tii u làdiim làntsüü. ».","Je te le dis en vérité, tu ne sortiras pas de là que tu naies payé le dernier quadrant."
MAT.5.27,"« Bɛ, bɛ làkyàwem bàtɛn naa: Ngye asàtà anki inswem.",Vous avez appris quil a été dit: Tu ne commettras point dadultère.
MAT.5.28,"Mɛ, mɛ alàkyään naa: mbuur wanswà kan'ler un'kaar anà an'kyän an'be, nde kan'furàtà inswem anà nde u mpem ande.","Mais moi, je vous dis que quiconque regarde une femme pour la convoiter a déjà commis un adultère avec elle dans son cœur."
MAT.5.29,"Isàkal naa dii angye libaal làkwen mukabwiy, kwol la, piy la ukwɛl: ntɔn yà ubwaŋ akà ngye naa itiir a ndür angye mwɛy ikɔ̈ɔ̈n, akwà naa bàtɔɔm ndür angye yanswà u mbaa a mbul a in'tye.","Si ton œil droit est pour toi une occasion de chute, arrache-le et jette-le loin de toi; car il est avantageux pour toi quun seul de tes membres périsse, et que ton corps entier ne soit pas jeté dans la géhenne."
MAT.5.30,"Wɛɛ isàkal naa kɔɔ angye libaal làkwen mukabwiy, tsul la, piy la ukwɛl: ntɔn yà ubwaŋ naa ngye akɔ̈ɔ̈n itiir a ndür angye, akwà naa ndür angye yanswà ikyen u mbaa a mbul a in'tye. ».","Et si ta main droite est pour toi une occasion de chute, coupe-la et jette-la loin de toi; car il est avantageux pour toi quun seul de tes membres périsse, et que ton corps entier naille pas dans la géhenne."
MAT.5.31,"« Bàtɛn sye naa: Isàkal naa mbuur kan'böŋ un'kyay ande, wɛy nde kun'pɛ un'kaan a ndwääl a bɔr.",Il a été dit: Que celui qui répudie sa femme lui donne une lettre de divorce.
MAT.5.32,"Waa mɛ, mɛ alakyään naa: Yan'kwo bàböŋ un'kaar kan'tà inswem mpɛl. Mbuur wanswà kan'böŋ un'kyay ande mpa kàtɛ nde inswem, nde kàmusiinà mutà inswem. Mbuur usàbääl un'kaar ban'böŋ u bɔr, nde kan'tà inswem. ».","Mais moi, je vous dis que celui qui répudie sa femme, sauf pour cause dinfidélité, lexpose à devenir adultère, et que celui qui épouse une femme répudiée commet un adultère."
MAT.5.33,"« Bɛ làkyàwem sye naa bàtɛn a bànkaa abi naa: Twon an'sàbɛy kyän angye, wɛɛ ngye asàkwey kyän angye kusà a Mwol.","Vous avez encore appris quil a été dit aux anciens: Tu ne te parjureras point, mais tu tacquitteras envers le Seigneur de ce que tu as déclaré par serment."
MAT.5.34,"Waa mɛ, mɛ alàkyään naa twon lan'dyà kyän akà ikikye: itàkal naa u du, ntɔn du là kir a imwol a Nzam.","Mais moi, je vous dis de ne jurer aucunement, ni par le ciel, parce que cest le trône de Dieu;."
MAT.5.35,"itàkal naa u mɛɛn, ntɔn mɛɛn mà ikal ufàtɔl nde in'kɔl ande, itàkal naa u Yɛlusàlɛm, ntɔn la là bul a Mfum a kölàköl.","ni par la terre, parce que cest son marchepied; ni par Jérusalem, parce que cest la ville du grand roi."
MAT.5.36,"Twon an'dyà sye kyän kun'tswe angye, ntɔn ngye akwe anki mubuul làtswe a un'tswe angye làpɛɛl, itàkal làpiil.","Ne jure pas non plus par ta tête, car tu ne peux rendre blanc ou noir un seul cheveu."
MAT.5.37,"Wɛy naa ɛ angye làkäl ɛ, itàkal naa ŋaa angye ukäl ŋaa: ayà bàfàkwɛy udu pa ifàfà akà Un'be. ».","Que votre parole soit oui, oui, non, non; ce quon y ajoute vient du malin."
MAT.5.38,"« Bɛ làkyàwem ayà bàtɛn naa: Dii ntɔn dii, anà din ntɔn din.","Vous avez appris quil a été dit: œil pour œil, et dent pour dent."
MAT.5.39,"Waa mɛ, mɛ alàkyään naa twon lan'sà impeenà akà mbuur un'be. Isàkal naa mbuur kàmakam mbar u twam a ibaal, fun'lɛɛ sye lumwɛy.","Mais moi, je vous dis de ne pas résister au méchant. Si quelquun te frappe sur la joue droite, présente-lui aussi lautre."
MAT.5.40,"Akà mbuur akwen mukasyen u làbay a nsaŋ ntɔn mugyɔɔr inkur angye, un'wɛy alà sye kàzak angye.","Si quelquun veut plaider contre toi, et prendre ta tunique, laisse-lui encore ton manteau."
MAT.5.41,"Isàkal naa mbuur amasiinà a ngwal mukyer kilɔmɛtre imwɛy, kyer an'kilɔmɛtre mɔ̈ɔ̈l mbwo mwɛy anà nde.","Si quelquun te force à faire un mille, fais-en deux avec lui."
MAT.5.42,Pà akà mbuur kàmalɔ̈ɔ̈m. Twon an'pà ngö akà mbuur akwen musɔɔm akà ngye. ».,"Donne à celui qui te demande, et ne te détourne pas de celui qui veut emprunter de toi."
MAT.5.43,« Bɛ làkyàwem ayà bàtɛn naa: Ngye asàkwen un'tɔŋ angye anà ngye asàtɔn ŋankir angye.,"Vous avez appris quil a été dit: Tu aimeras ton prochain, et tu haïras ton ennemi."
MAT.5.44,"Wɛɛ mɛ, mɛ in'tɛn a bɛ naa: Lakwen aŋankir abɛ, làsaak baar bàfàlaküül, làkyer ubwaŋ akà baar bàfàlayiiŋ, anà làyamà ntɔn baar bàfàlatà an'kaal anà bàfàlamɛɛy nkwaaŋ.","Mais moi, je vous dis: Aimez vos ennemis, bénissez ceux qui vous maudissent, faites du bien à ceux qui vous haïssent, et priez pour ceux qui vous maltraitent et qui vous persécutent."
MAT.5.45,"Abun bɛ làsàbulà baan a Taaràbɛ awà u du. Ntɔn nde afàbaal mwäänà ande udu a baar abe anà udu a baar aŋàbwaŋ, anà afàtɔ̈ɔ̈l mbul udu baar a balàbal anà udu a baar mpa abà balàbal.","afin que vous soyez fils de votre Père qui est dans les cieux; car il fait lever son soleil sur les méchants et sur les bons, et il fait pleuvoir sur les justes et sur les injustes."
MAT.5.46,"Kya isàkal naa bɛ, bɛ làfàkwen nà baar bàfàlakwen, bweel nà bɛ làsàwal? Nkye afüür a itɛr ba ŋakwo kà bàfàkyer anki abà?.","Si vous aimez ceux qui vous aiment, quelle récompense méritez-vous? Les publicains aussi nagissent-ils pas de même?."
MAT.5.47,"Kya isàkal naa bɛ, bɛ mbɔr làfàpà nà atɔŋ abɛ mpɛl, undiir nà wà nsöön làfàkyer bɛ? Nkye baar mpa abà Ayudà sye bàfàkyer anki abun?.","Et si vous saluez seulement vos frères, que faites-vous dextraordinaire? Les païens aussi nagissent-ils pas de même?."
MAT.5.48,"Undiir awun, làkäl bàlää asànaa Taaràbɛ awà u du awà nde wàlää. ».","Soyez donc parfaits, comme votre Père céleste est parfait."
MAT.6.1,"« Twon lan'kyer balàbal abɛ u mii a baar, ntɔn ba bàlamɛn. Naa tɛy, bɛ bweel làsàwal anki akà Taaràbɛ awà u du.","Gardez-vous de pratiquer votre justice devant les hommes, pour en être vus; autrement, vous naurez point de récompense auprès de votre Père qui est dans les cieux."
MAT.6.2,"Twon an'bɛɛr mfuŋ u mii a baar isàkal naa ngye akwen mupà undiir akà ŋàlàmbwà, asànaa bàfàkyer baar a mpem yweel uboo a ndwà a nköŋ a Ayudà anà uboo a an'balàbal ntɔn baar basyäŋà. Ndandaa mɛ alakyään, ba bàkyàwal bweel aba itaan.","Lors donc que tu fais laumône, ne sonne pas de la trompette devant toi, comme font les hypocrites dans les synagogues et dans les rues, afin dêtre glorifiés par les hommes. Je vous le dis en vérité, ils reçoivent leur récompense."
MAT.6.3,"Wɛɛ akà ngye, mpal apà ngye undiir akà ŋàlàmbwà, wɛy kɔɔ angye likaar làkɔɔn ayöb ndaa làkyerà kɔɔ angye libaal.","Mais quand tu fais laumône, que ta main gauche ne sache pas ce que fait ta droite."
MAT.6.4,"Abun, wɛy kab angye làkäl aŋàyee, waa Taaràŋà awà afàman u nku, usafuur la. ».","afin que ton aumône se fasse en secret; et ton Père, qui voit dans le secret, te le rendra."
MAT.6.5,"« Mpal làyamà bɛ, twon lan'kal asànaa baar a mpem yweel: ba bàfàkwen muyamà umbäär uboo a ndwà a nköŋ a Ayudà anà kan'kuun a mbwo ntɔn baar banswà bamɛn. Mɛ alàkyään ndandaa: ba bàkyàwal bweel aba itaan.","Lorsque vous priez, ne soyez pas comme les hypocrites, qui aiment à prier debout dans les synagogues et aux coins des rues, pour être vus des hommes. Je vous le dis en vérité, ils reçoivent leur récompense."
MAT.6.6,"Wɛɛ akà ngye, isàkal naa ngye akwen muyamà, bilà u suk angye alà ukwɛl, dübà ibeenà anà sà un'kaŋ a boo, yamà Taaràŋà awà kwo kà ikal a ngyee. Waa Taaràŋà awà afàman u nku, usafuur ya. ».","Mais quand tu pries, entre dans ta chambre, ferme ta porte, et prie ton Père qui est là dans le lieu secret; et ton Père, qui voit dans le secret, te le rendra."
MAT.6.7,"« Mpal làyamà bɛ, twon lan'tɛn itetɛɛn, asànaa baar mpa abà Ayudà: ba bàfàsi naa ba bàsàtɛn mbɔɔn ba bàsàwal nsaak.","En priant, ne multipliez pas de vaines paroles, comme les païens, qui simaginent quà force de paroles ils seront exaucés."
MAT.6.8,"Abun, twon làmalab, ntɔn Taaràbɛ akyàyöb naa undiir nà bɛ làbye awà ngyal kusà bɛ mukun'lɔ̈ɔ̈m.","Ne leur ressemblez pas; car votre Père sait de quoi vous avez besoin, avant que vous le lui demandiez."
MAT.6.9,"Le bɛ, bɛ làyamà abà: Taaràbi awà u du, wɛy ikɔb angye ikäl kyà in'kyɛɛl.",Voici donc comment vous devez prier: Notre Père qui es aux cieux! Que ton nom soit sanctifié;.
MAT.6.10,"wɛy Imwol angye iyi, wɛy ukwen angye bàmɛnà u mɛɛn asànaa abà ba u du.",que ton règne vienne; que ta volonté soit faite sur la terre comme au ciel.
MAT.6.11,Ipɛ ŋàbawà isaa byan'kwo akà bi.,Donne-nous aujourdhui notre pain quotidien;.
MAT.6.12,"Idwääl un'pi a nkul a man'be abi, asànaa bi ŋakwo sye ifàdwääl bi un'pi a nkul a baar bà ikyer ube.","pardonne-nous nos offenses, comme nous aussi nous pardonnons à ceux qui nous ont offensés;."
MAT.6.13,"Twon an'pà mbwo naa bà ilwɛb, anà ilwom kan'kɔɔ a Ŋandɛb. Ntɔn imwol, ngwal anà làkoo bye anà ngye. Yà abwɛy ».","ne nous induis pas en tentation, mais délivre-nous du malin. Car cest à toi quappartiennent, dans tous les siècles, le règne, la puissance et la gloire. Amen!."
MAT.6.14,"« Undiir awun, bɛ làsàdwääl baar bumwɛy nkul a ibii aba, Taaràbɛ awà u du asàladwääl nkul abɛ sye.","Si vous pardonnez aux hommes leurs offenses, votre Père céleste vous pardonnera aussi;."
MAT.6.15,"Wɛɛ isàkal naa bɛ làdwääl anki baar bumwɛy nkul a ibii, Taaràbɛ sye usàladwääl anki nkul a ibii abɛ. ».","mais si vous ne pardonnez pas aux hommes, votre Père ne vous pardonnera pas non plus vos offenses."
MAT.6.16,"« Mpal làkin bɛ isaa, twon lan'kal ngyɛb ngyɛb asànaa bàfàkyer baar a mpem yweel: ba bàfàsɔɔm ntabwey aba ntɔn baar bamɛn naa ba ban'kin isaa. Wɛɛ mɛ, mɛ alàkyään ndandaa naa ba bàkyàwal bweel aba itaan.","Lorsque vous jeûnez, ne prenez pas un air triste, comme les hypocrites, qui se rendent le visage tout défait, pour montrer aux hommes quils jeûnent. Je vous le dis en vérité, ils reçoivent leur récompense."
MAT.6.17,"Wɛɛ akà ngye, mpal akin ngye, sir may a usɔŋ kun'tswe angye, ywɛy ntabwey angye.","Mais quand tu jeûnes, parfume ta tête et lave ton visage."
MAT.6.18,"ntɔn baar bàkɔɔn ayöb naa ngye an'kin udyà, wɛɛ Taaràŋà mpɛl awà u nku. Waa Taaràŋà awà afàyöb ndaa afàkyer ngye u nku, usafuur ya. ».","afin de ne pas montrer aux hommes que tu jeûnes, mais à ton Père qui est là dans le lieu secret; et ton Père, qui voit dans le secret, te le rendra."
MAT.6.19,"« Twon lan'köŋà in'naaŋ abɛ u mɛɛn pà, ikal a in'swab anà an'tär myàfàdwa mya myanswà, ikal bàfàbilà mbüüb ntɔn muyib.","Ne vous amassez pas des trésors sur la terre, où la teigne et la rouille détruisent, et où les voleurs percent et dérobent;."
MAT.6.20,"Wɛɛ akà bɛ, làköŋà in'naaŋ u du, ntɔn kwo itàkal nsɛɛl itàkal in'swab myàfàkwo anki mutay mya, ikal mpa bàfàbilà mbüüb anà mpa bàfàyib ba.","mais amassez-vous des trésors dans le ciel, où la teigne et la rouille ne détruisent point, et où les voleurs ne percent ni ne dérobent."
MAT.6.21,"Ntɔn ikal awà un'naaŋ angye, mpem angye sye isàkal kwo. ».","Car là où est ton trésor, là aussi sera ton cœur."
MAT.6.22,"« Dii là mwinà a ndür: isàkal naa dii angye là ubwaŋ, ndür angye yanswà isàkal aŋàpɛɛlà.","Lœil est la lampe du corps. Si ton œil est en bon état, tout ton corps sera éclairé;."
MAT.6.23,"Wɛɛ isàkal naa dii angye lye anà ukyal, ndür angye yanswà isàkal uboo a mpib. Abun, isàkal naa pɛɛlà alà uboo a ngye là mpib, ya yà mpib a nkye ifà! ».","mais si ton œil est en mauvais état, tout ton corps sera dans les ténèbres. Si donc la lumière qui est en toi est ténèbres, combien seront grandes ces ténèbres!."
MAT.6.24,"« Mbuur mwɛy ukwe anki musyääl amfum abɔ̈ɔ̈l: taaŋ lumwɛy nde asàyiiŋ umwɛy anà asàkwen wumwɛy, taaŋ lumwɛy nde asàkàbääb a umwɛy anà asàbɛy wumwɛy. Bɛ, bɛ làkwe anki musyääl Nzam anà ngim taaŋ nsil la. ».","Nul ne peut servir deux maîtres. Car, ou il haïra lun, et aimera lautre; ou il sattachera à lun, et méprisera lautre. Vous ne pouvez servir Dieu et Mamon."
MAT.6.25,"« Undiir awun waa mɛ alakyään naa twon lan'man mpay ntɔn udii ndür abɛ, itàkal naa bɛ ya làsàbwää aben. Nkye mɔ̈ɔ̈ kà kan'söön isaa anki anà ndür kà yan'söön ipfɛy anki u ndöŋ?.","Cest pourquoi je vous dis: Ne vous inquiétez pas pour votre vie de ce que vous mangerez, ni pour votre corps, de quoi vous serez vêtus. La vie nest-elle pas plus que la nourriture, et le corps plus que le vêtement?."
MAT.6.26,"Làler nɛn a du: ya ifàkɔn anki, ifàbwo anki anà ifàsà anki isaa uboo a ikɔr. Wɛɛ Taaràbɛ awà u du afàkyer adii! Nkye bɛ kà lan'söön ya anki u ndöŋ?.","Regardez les oiseaux du ciel: ils ne sèment ni ne moissonnent, et ils namassent rien dans des greniers; et votre Père céleste les nourrit. Ne valez-vous pas beaucoup plus queux?."
MAT.6.27,Nà uboo a bɛ kan'kwo mukwɛy ilä udu a mɔ̈ɔ̈ ande ntɔn nkyän ufàsà nde? ».,"Qui de vous, par ses inquiétudes, peut ajouter une coudée à la durée de sa vie?."
